date,hour,price,cloud_cover,global_tilted_irradiance,precipitation,temperature_2m,wind_speed_10m
2024-01-01,0,0.2,22.77777777777778,0.0,0.0,4.7666666666666675,6.366666666666667
2024-01-01,1,0.02,32.111111111111114,0.0,0.0,4.555555555555555,5.855555555555555
2024-01-01,2,0.08,42.0,0.0,0.0,4.566666666666666,5.2
2024-01-01,3,0.02,31.0,0.0,0.0,3.6555555555555563,5.633333333333334
2024-01-01,4,0.02,34.0,0.0,0.0,4.022222222222222,5.599999999999999
2024-01-01,5,0.02,36.55555555555556,0.0,0.0,3.8777777777777778,5.5777777777777775
2024-01-01,6,0.08,33.0,0.0,0.0,3.688888888888888,5.633333333333334
2024-01-01,7,0.02,36.111111111111114,0.0,0.0,4.033333333333334,4.622222222222223
2024-01-01,8,0.02,37.44444444444444,0.2,0.0,4.577777777777778,4.1
2024-01-01,9,0.08,43.44444444444444,98.94444444444443,0.0,4.966666666666667,4.611111111111112
