date,hour,price
24-04-16,17,160.65
24-04-16,18,183.87
24-04-16,19,218.06
24-04-16,20,228.11
24-04-16,21,141.13
24-04-16,22,118.78
24-04-16,23,127.54
24-04-17,0,123.33
24-04-17,1,120.21
24-04-17,2,113.14
24-04-17,3,100.43
24-04-17,4,117.37
24-04-17,5,142.44
24-04-17,6,153.4
24-04-17,7,167.24
24-04-17,8,152.01
24-04-17,9,150.01
24-04-17,10,136.52
24-04-17,11,138.49
24-04-17,12,82.14
24-04-17,13,64.97
24-04-17,14,107.57
24-04-17,15,136.58
24-04-17,16,141.56
24-04-17,17,164.31
24-04-17,18,213.52
24-04-17,19,287.66
24-04-17,20,299.57
24-04-17,21,154.88
24-04-17,22,138
24-04-17,23,153.92
24-04-18,0,179.11
24-04-18,1,163.74
24-04-18,2,159.62
24-04-18,3,155.59
24-04-18,4,165.8
24-04-18,5,169.67
24-04-18,6,231.59
24-04-18,7,297.62
24-04-18,8,169.18
24-04-18,9,152.87
24-04-18,10,132.08
24-04-18,11,61.49
24-04-18,12,37.28
24-04-18,13,66.46
24-04-18,14,114.81
24-04-18,15,132.25
24-04-18,16,136.63
24-04-18,17,163.49
24-04-18,18,193.51
24-04-18,19,248.51
24-04-18,20,257.19
24-04-18,21,211.25
24-04-18,22,175.91
24-04-18,23,156.66
24-04-19,0,153.55
24-04-19,1,119.81
24-04-19,2,97.62
24-04-19,3,97.36
24-04-19,4,98.93
24-04-19,5,125.56
24-04-19,6,206.01
24-04-19,7,172.29
24-04-19,8,156.7
24-04-19,9,131.45
24-04-19,10,116.18
24-04-19,11,102.66
24-04-19,12,90.4
24-04-19,13,85.84
24-04-19,14,84.2
24-04-19,15,103.19
24-04-19,16,130.32
24-04-19,17,156.47
24-04-19,18,185.43
24-04-19,19,227.56
24-04-19,20,197.36
24-04-19,21,159.34
24-04-19,22,159.09
24-04-19,23,141.82
24-04-20,0,135.54
24-04-20,1,123.18
24-04-20,2,115.24
24-04-20,3,116
24-04-20,4,118.84
24-04-20,5,125.35
24-04-20,6,132.41
24-04-20,7,136.75
24-04-20,8,117
24-04-20,9,51.77
24-04-20,10,31.14
24-04-20,11,42.68
24-04-20,12,19.26
24-04-20,13,21.26
24-04-20,14,18.48
24-04-20,15,32.39
24-04-20,16,68.16
24-04-20,17,114.81
24-04-20,18,152.38
24-04-20,19,180.01
24-04-20,20,200.53
24-04-20,21,182.3
24-04-20,22,162.45
24-04-20,23,158.74
24-04-21,0,155.31
24-04-21,1,131.61
24-04-21,2,132.29
24-04-21,3,125.64
24-04-21,4,139.57
24-04-21,5,134.31
24-04-21,6,124.61
24-04-21,7,112.11
24-04-21,8,112.32
24-04-21,9,80.42
24-04-21,10,61.82
24-04-21,11,38.08
24-04-21,12,19.26
24-04-21,13,0.06
24-04-21,14,0.06
24-04-21,15,1.25
24-04-21,16,11.15
24-04-21,17,114.81
24-04-21,18,144.71
24-04-21,19,174.66
24-04-21,20,185.96
24-04-21,21,177.96
24-04-21,22,170.74
24-04-21,23,168.36
24-04-22,0,151.64
24-04-22,1,152.65
24-04-22,2,153.42
24-04-22,3,147.35
24-04-22,4,145.49
24-04-22,5,166.25
24-04-22,6,207.44
24-04-22,7,254.38
24-04-22,8,155.64
24-04-22,9,129.08
24-04-22,10,129.01
24-04-22,11,89.83
24-04-22,12,80.76
24-04-22,13,97.79
24-04-22,14,111.78
24-04-22,15,140.98
24-04-22,16,154.61
24-04-22,17,179.39
24-04-22,18,225.37
24-04-22,19,292.18
24-04-22,20,287.1
24-04-22,21,195.78
24-04-22,22,207.98
24-04-22,23,190.69
24-04-23,0,172.74
24-04-23,1,169.55
24-04-23,2,168.1
24-04-23,3,166.68
24-04-23,4,167.58
24-04-23,5,189.89
24-04-23,6,237.44
24-04-23,7,354.51
24-04-23,8,266.54
24-04-23,9,208.24
24-04-23,10,194.06
24-04-23,11,203.35
24-04-23,12,177.12
24-04-23,13,155.96
24-04-23,14,153.77
24-04-23,15,155.82
24-04-23,16,170.06
24-04-23,17,192.92
24-04-23,18,213.6
24-04-23,19,247.76
24-04-23,20,254.06
24-04-23,21,204.81
24-04-23,22,187.88
24-04-23,23,160.38
24-04-24,0,161.79
24-04-24,1,154.8
24-04-24,2,152.54
24-04-24,3,149.88
24-04-24,4,154.16
24-04-24,5,164.29
24-04-24,6,206.26
24-04-24,7,246.18
24-04-24,8,229.07
24-04-24,9,145.26
24-04-24,10,98.95
24-04-24,11,56.6
24-04-24,12,45.69
24-04-24,13,42.89
24-04-24,14,79.56
24-04-24,15,153.38
24-04-24,16,156.51
24-04-24,17,185.35
24-04-24,18,206.12
24-04-24,19,224.65
24-04-24,20,272.19
24-04-24,21,234.7
24-04-24,22,208.84
24-04-24,23,177.26
24-04-25,0,163.31
24-04-25,1,156.47
24-04-25,2,151.87
24-04-25,3,150.93
24-04-25,4,150.54
24-04-25,5,165.13
24-04-25,6,206.11
24-04-25,7,287.41
24-04-25,8,238.63
24-04-25,9,238.63
24-04-25,10,189.91
24-04-25,11,152.95
24-04-25,12,144.57
24-04-25,13,144.71
24-04-25,14,146.67
24-04-25,15,136.56
24-04-25,16,143.13
24-04-25,17,164.13
24-04-25,18,199.26
24-04-25,19,238.63
24-04-25,20,238.61
24-04-25,21,194.92
24-04-25,22,178.67
24-04-25,23,155.96
24-04-26,0,156.21
24-04-26,1,144.73
24-04-26,2,146.88
24-04-26,3,144.87
24-04-26,4,150.79
24-04-26,5,165.58
24-04-26,6,193.29
24-04-26,7,203.52
24-04-26,8,150.25
24-04-26,9,119.23
24-04-26,10,114.83
24-04-26,11,77.24
24-04-26,12,83.96
24-04-26,13,111.52
24-04-26,14,127.85
24-04-26,15,136.75
24-04-26,16,139.84
24-04-26,17,156.56
24-04-26,18,212.58
24-04-26,19,281.64
24-04-26,20,287.31
24-04-26,21,238.2
24-04-26,22,179.82
24-04-26,23,172.62
24-04-27,0,176.87
24-04-27,1,176.87
24-04-27,2,171.9
24-04-27,3,176.22
24-04-27,4,176.22
24-04-27,5,169.34
24-04-27,6,161.04
24-04-27,7,148.51
24-04-27,8,129.28
24-04-27,9,109.57
24-04-27,10,70.45
24-04-27,11,16.49
24-04-27,12,0.06
24-04-27,13,0.06
24-04-27,14,0.06
24-04-27,15,9.78
24-04-27,16,37.49
24-04-27,17,113.87
24-04-27,18,162.63
24-04-27,19,225.21
24-04-27,20,176.49
24-04-27,21,164.11
24-04-27,22,148.49
24-04-27,23,127.6
24-04-28,0,110.29
24-04-28,1,89.87
24-04-28,2,77.45
24-04-28,3,61.12
24-04-28,4,53
24-04-28,5,49.76
24-04-28,6,19.4
24-04-28,7,0.2
24-04-28,8,-0.14
24-04-28,9,-1.99
24-04-28,10,-3.93
24-04-28,11,-0.02
24-04-28,12,-0.02
24-04-28,13,-0.98
24-04-28,14,-0.98
24-04-28,15,0
24-04-28,16,0.04
24-04-28,17,0.06
24-04-28,18,49.37
24-04-28,19,136.6
24-04-28,20,176.85
24-04-28,21,153.65
24-04-28,22,141.23
24-04-28,23,130.92
24-04-29,0,123.51
24-04-29,1,117.45
24-04-29,2,115.26
24-04-29,3,121.54
24-04-29,4,146.51
24-04-29,5,161.83
24-04-29,6,192.63
24-04-29,7,158.56
24-04-29,8,51.42
24-04-29,9,19.26
24-04-29,10,9.49
24-04-29,11,1.62
24-04-29,12,2.03
24-04-29,13,1.96
24-04-29,14,5.98
24-04-29,15,39.12
24-04-29,16,93.25
24-04-29,17,158.97
24-04-29,18,168.42
24-04-29,19,205.11
24-04-29,20,201.14
24-04-29,21,176.14
24-04-29,22,158.74
24-04-29,23,156.76
24-04-30,0,123.43
24-04-30,1,106.49
24-04-30,2,98.26
24-04-30,3,98.26
24-04-30,4,98.26
24-04-30,5,151.34
24-04-30,6,169.55
24-04-30,7,156.64
24-04-30,8,124.41
24-04-30,9,104.03
24-04-30,10,78.72
24-04-30,11,34.44
24-04-30,12,23.88
24-04-30,13,14.86
24-04-30,14,23.14
24-04-30,15,38.67
24-04-30,16,86.29
24-04-30,17,125.96
24-04-30,18,168.59
24-04-30,19,229.05
24-04-30,20,247.57
24-04-30,21,172.27
24-04-30,22,151.64
24-04-30,23,148.58
24-05-01,0,126.62
24-05-01,1,107.3
24-05-01,2,96.95
24-05-01,3,85.86
24-05-01,4,90.97
24-05-01,5,86.21
24-05-01,6,82.54
24-05-01,7,59.03
24-05-01,8,19.26
24-05-01,9,0.08
24-05-01,10,-0.02
24-05-01,11,0.06
24-05-01,12,0.06
24-05-01,13,0.06
24-05-01,14,0.06
24-05-01,15,0.06
24-05-01,16,0
24-05-01,17,6
24-05-01,18,158.79
24-05-01,19,170.61
24-05-01,20,258.19
24-05-01,21,177.1
24-05-01,22,107.57
24-05-01,23,117.51
24-05-02,0,91.04
24-05-02,1,66.42
24-05-02,2,41.35
24-05-02,3,39.8
24-05-02,4,38.8
24-05-02,5,64.95
24-05-02,6,146.63
24-05-02,7,163.86
24-05-02,8,122.36
24-05-02,9,61.51
24-05-02,10,19.26
24-05-02,11,60.51
24-05-02,12,29.36
24-05-02,13,14.24
24-05-02,14,16.92
24-05-02,15,66.36
24-05-02,16,107.65
24-05-02,17,152.36
24-05-02,18,191.81
24-05-02,19,224.92
24-05-02,20,250.68
24-05-02,21,182.44
24-05-02,22,151.87
24-05-02,23,138.98
24-05-03,0,137.57
24-05-03,1,118.7
24-05-03,2,115.24
24-05-03,3,117.37
24-05-03,4,115.2
24-05-03,5,132.19
24-05-03,6,159.69
24-05-03,7,166.5
24-05-03,8,171.35
24-05-03,9,162.49
24-05-03,10,147.02
24-05-03,11,137.57
24-05-03,12,129.08
24-05-03,13,119.01
24-05-03,14,114.81
24-05-03,15,119.91
24-05-03,16,132.59
24-05-03,17,149.19
24-05-03,18,169.49
24-05-03,19,211.93
24-05-03,20,248.41
24-05-03,21,211.29
24-05-03,22,183.28
24-05-03,23,165.33
24-05-04,0,173.31
24-05-04,1,163.96
24-05-04,2,159.4
24-05-04,3,160.61
24-05-04,4,164.41
24-05-04,5,157.8
24-05-04,6,166.34
24-05-04,7,163.21
24-05-04,8,121.54
24-05-04,9,103.62
24-05-04,10,80.52
24-05-04,11,48.9
24-05-04,12,19.77
24-05-04,13,9.76
24-05-04,14,18.46
24-05-04,15,49.29
24-05-04,16,90.99
24-05-04,17,145.69
24-05-04,18,179.76
24-05-04,19,221.07
24-05-04,20,246.81
24-05-04,21,207.89
24-05-04,22,166.42
24-05-04,23,157.6
24-05-05,0,169.26
24-05-05,1,157.33
24-05-05,2,156.33
24-05-05,3,149.29
24-05-05,4,138.71
24-05-05,5,132.19
24-05-05,6,115.86
24-05-05,7,92.28
24-05-05,8,65.5
24-05-05,9,11.97
24-05-05,10,1.62
24-05-05,11,0.86
24-05-05,12,0
24-05-05,13,-0.08
24-05-05,14,-1.9
24-05-05,15,-0.2
24-05-05,16,0
24-05-05,17,62.59
24-05-05,18,161.92
24-05-05,19,181.01
24-05-05,20,213.64
24-05-05,21,200.81
24-05-05,22,185.61
24-05-05,23,168.59
24-05-06,0,162.06
24-05-06,1,150.7
24-05-06,2,151.3
24-05-06,3,150.89
24-05-06,4,154.08
24-05-06,5,167.77
24-05-06,6,197.83
24-05-06,7,245.1
24-05-06,8,170.45
24-05-06,9,114.83
24-05-06,10,114.83
24-05-06,11,107.65
24-05-06,12,95.84
24-05-06,13,95.72
24-05-06,14,93.59
24-05-06,15,112.81
24-05-06,16,154.65
24-05-06,17,170.55
24-05-06,18,199.75
24-05-06,19,256.29
24-05-06,20,270.08
24-05-06,21,208.92
24-05-06,22,184.73
24-05-06,23,165.11
24-05-07,0,159.85
24-05-07,1,154.51
24-05-07,2,150.56
24-05-07,3,153.88
24-05-07,4,153.75
24-05-07,5,158.4
24-05-07,6,189.58
24-05-07,7,235.31
24-05-07,8,195.64
24-05-07,9,179.45
24-05-07,10,166.81
24-05-07,11,164.37
24-05-07,12,144.4
24-05-07,13,139.74
24-05-07,14,131.33
24-05-07,15,148.21
24-05-07,16,155.37
24-05-07,17,167.93
24-05-07,18,198.79
24-05-07,19,263.9
24-05-07,20,279.12
24-05-07,21,226.88
24-05-07,22,190.32
24-05-07,23,167.83
24-05-08,0,151.05
24-05-08,1,143.38
24-05-08,2,143.23
24-05-08,3,146.2
24-05-08,4,147.74
24-05-08,5,161.43
24-05-08,6,199.63
24-05-08,7,213.17
24-05-08,8,187.94
24-05-08,9,161.59
24-05-08,10,150.25
24-05-08,11,138.39
24-05-08,12,151.19
24-05-08,13,143.15
24-05-08,14,117.6
24-05-08,15,139.96
24-05-08,16,166.81
24-05-08,17,176.87
24-05-08,18,200.61
24-05-08,19,273.68
24-05-08,20,314.05
24-05-08,21,218
24-05-08,22,179.17
24-05-08,23,163.16
24-05-09,0,163.9
24-05-09,1,164.29
24-05-09,2,155.02
24-05-09,3,154.31
24-05-09,4,164.31
24-05-09,5,167.3
24-05-09,6,176.89
24-05-09,7,155.72
24-05-09,8,120.58
24-05-09,9,114.81
24-05-09,10,128.56
24-05-09,11,114.81
24-05-09,12,114.83
24-05-09,13,107.38
24-05-09,14,114.83
24-05-09,15,129.05
24-05-09,16,136.58
24-05-09,17,121.52
24-05-09,18,164.43
24-05-09,19,238.55
24-05-09,20,270.41
24-05-09,21,233.35
24-05-09,22,176.89
24-05-09,23,163.12
24-05-10,0,164.29
24-05-10,1,149.8
24-05-10,2,135.75
24-05-10,3,130.22
24-05-10,4,132.27
24-05-10,5,163.04
24-05-10,6,205.24
24-05-10,7,201.1
24-05-10,8,176.02
24-05-10,9,124.68
24-05-10,10,70.31
24-05-10,11,52.67
24-05-10,12,57.7
24-05-10,13,48.9
24-05-10,14,52.67
24-05-10,15,68.45
24-05-10,16,117.35
24-05-10,17,152.24
24-05-10,18,194.14
24-05-10,19,263.7
24-05-10,20,393.04
24-05-10,21,244.09
24-05-10,22,191.05
24-05-10,23,170.02
24-05-11,0,176.9
24-05-11,1,171.94
24-05-11,2,164.23
24-05-11,3,162.24
24-05-11,4,163.61
24-05-11,5,167.99
24-05-11,6,158.5
24-05-11,7,114.24
24-05-11,8,66.67
24-05-11,9,13.22
24-05-11,10,0
24-05-11,11,0.08
24-05-11,12,0.08
24-05-11,13,0.08
24-05-11,14,0.08
24-05-11,15,3.6
24-05-11,16,0.1
24-05-11,17,95.31
24-05-11,18,166.28
24-05-11,19,208.45
24-05-11,20,292.28
24-05-11,21,250.78
24-05-11,22,175.03
24-05-11,23,153.12
24-05-12,0,123.57
24-05-12,1,101.14
24-05-12,2,83.94
24-05-12,3,76.96
24-05-12,4,85.29
24-05-12,5,80.8
24-05-12,6,34.44
24-05-12,7,9.49
24-05-12,8,4.6
24-05-12,9,0.08
24-05-12,10,1.62
24-05-12,11,19.56
24-05-12,12,14.96
24-05-12,13,15
24-05-12,14,19.56
24-05-12,15,87.45
24-05-12,16,128.36
24-05-12,17,156.49
24-05-12,18,184.83
24-05-12,19,179.82
24-05-12,20,311.25
24-05-12,21,181.99
24-05-12,22,153.24
24-05-12,23,165.99
24-05-13,0,164.97
24-05-13,1,146.45
24-05-13,2,114.81
24-05-13,3,115.28
24-05-13,4,148.19
24-05-13,5,176.89
24-05-13,6,226.86
24-05-13,7,207.73
24-05-13,8,152.34
24-05-13,9,142.19
24-05-13,10,176.89
24-05-13,11,176.89
24-05-13,12,145.55
24-05-13,13,146.69
24-05-13,14,166.25
24-05-13,15,176.89
24-05-13,16,246.3
24-05-13,17,204.23
24-05-13,18,203.99
24-05-13,19,287.35
24-05-13,20,369.71
24-05-13,21,305.48
24-05-13,22,184.79
24-05-13,23,170.14
24-05-14,0,170.53
24-05-14,1,164.78
24-05-14,2,146.98
24-05-14,3,146.69
24-05-14,4,164.27
24-05-14,5,176.08
24-05-14,6,220.05
24-05-14,7,279.68
24-05-14,8,266.58
24-05-14,9,203.54
24-05-14,10,182.28
24-05-14,11,174.11
24-05-14,12,155.12
24-05-14,13,156.82
24-05-14,14,165.31
24-05-14,15,176.89
24-05-14,16,255.51
24-05-14,17,189.15
24-05-14,18,205.23
24-05-14,19,299.65
24-05-14,20,321.97
24-05-14,21,274.54
24-05-14,22,177.04
24-05-14,23,191.85
24-05-15,0,171.58
24-05-15,1,176.22
24-05-15,2,171.9
24-05-15,3,168.42
24-05-15,4,170.16
24-05-15,5,182.38
24-05-15,6,207.53
24-05-15,7,246.43
24-05-15,8,262.51
24-05-15,9,221.65
24-05-15,10,176.85
24-05-15,11,170.06
24-05-15,12,166.64
24-05-15,13,162.33
24-05-15,14,161.94
24-05-15,15,172.8
24-05-15,16,179.94
24-05-15,17,181.89
24-05-15,18,190.95
24-05-15,19,259.46
24-05-15,20,327.64
24-05-15,21,270.77
24-05-15,22,167.73
24-05-15,23,152.57
24-05-16,0,176.87
24-05-16,1,173.13
24-05-16,2,167.09
24-05-16,3,161.16
24-05-16,4,163.23
24-05-16,5,166.25
24-05-16,6,192.65
24-05-16,7,248.9
24-05-16,8,254.26
24-05-16,9,203.52
24-05-16,10,192.65
24-05-16,11,176.22
24-05-16,12,155.41
24-05-16,13,159.69
24-05-16,14,175.18
24-05-16,15,178.86
24-05-16,16,187.92
24-05-16,17,178.88
24-05-16,18,196.7
24-05-16,19,279.53
24-05-16,20,318.55
24-05-16,21,307.59
24-05-16,22,177.04
24-05-16,23,166.75
24-05-17,0,153.87
24-05-17,1,142.25
24-05-17,2,142.64
24-05-17,3,141.97
24-05-17,4,156.99
24-05-17,5,176.22
24-05-17,6,222.44
24-05-17,7,268.09
24-05-17,8,243.27
24-05-17,9,202.08
24-05-17,10,181.97
24-05-17,11,156.15
24-05-17,12,118.66
24-05-17,13,93.9
24-05-17,14,109.47
24-05-17,15,121.24
24-05-17,16,164.58
24-05-17,17,197.11
24-05-17,18,211.6
24-05-17,19,299.46
24-05-17,20,357.19
24-05-17,21,252.81
24-05-17,22,199.55
24-05-17,23,187.37
24-05-18,0,182.03
24-05-18,1,167.24
24-05-18,2,157.35
24-05-18,3,166.95
24-05-18,4,164.04
24-05-18,5,168.87
24-05-18,6,184.42
24-05-18,7,176.89
24-05-18,8,128.5
24-05-18,9,95.64
24-05-18,10,18.44
24-05-18,11,19.56
24-05-18,12,14.98
24-05-18,13,19.56
24-05-18,14,88.58
24-05-18,15,10.01
24-05-18,16,52.67
24-05-18,17,176.49
24-05-18,18,203.72
24-05-18,19,250.05
24-05-18,20,375.91
24-05-18,21,298.19
24-05-18,22,193.31
24-05-18,23,185.8
24-05-19,0,173.25
24-05-19,1,167.83
24-05-19,2,166.54
24-05-19,3,162.76
24-05-19,4,160.81
24-05-19,5,150.87
24-05-19,6,141.6
24-05-19,7,134.46
24-05-19,8,97.69
24-05-19,9,114.81
24-05-19,10,114.81
24-05-19,11,65.4
24-05-19,12,70.74
24-05-19,13,73.95
24-05-19,14,97.79
24-05-19,15,114.83
24-05-19,16,150.6
24-05-19,17,166.25
24-05-19,18,176.9
24-05-19,19,230.67
24-05-19,20,323.79
24-05-19,21,243.13
24-05-19,22,194.23
24-05-19,23,164.74
24-05-20,0,176.67
24-05-20,1,167.13
24-05-20,2,160.67
24-05-20,3,159.75
24-05-20,4,163.76
24-05-20,5,174.17
24-05-20,6,199.14
24-05-20,7,225.33
24-05-20,8,170.1
24-05-20,9,214.01
24-05-20,10,156.19
24-05-20,11,114.81
24-05-20,12,114.81
24-05-20,13,114.83
24-05-20,14,136.5
24-05-20,15,140.62
24-05-20,16,176.9
24-05-20,17,204.64
24-05-20,18,205.09
24-05-20,19,276.08
24-05-20,20,278.59
24-05-20,21,241.25
24-05-20,22,197.68
24-05-20,23,178.88
24-05-21,0,173.91
24-05-21,1,158.75
24-05-21,2,154.08
24-05-21,3,154.94
24-05-21,4,157.64
24-05-21,5,159.4
24-05-21,6,204.78
24-05-21,7,233.57
24-05-21,8,185.26
24-05-21,9,165.21
24-05-21,10,135.75
24-05-21,11,90.65
24-05-21,12,69.9
24-05-21,13,95.64
24-05-21,14,115.32
24-05-21,15,144.22
24-05-21,16,165.01
24-05-21,17,181.38
24-05-21,18,194.14
24-05-21,19,277.69
24-05-21,20,340.47
24-05-21,21,229.99
24-05-21,22,189.91
24-05-21,23,176.9
24-05-22,0,161.45
24-05-22,1,155.63
24-05-22,2,137.79
24-05-22,3,145.01
24-05-22,4,151.69
24-05-22,5,169.77
24-05-22,6,194.43
24-05-22,7,200.47
24-05-22,8,200.77
24-05-22,9,165.25
24-05-22,10,145.75
24-05-22,11,114.81
24-05-22,12,122.47
24-05-22,13,106.51
24-05-22,14,115.47
24-05-22,15,146.69
24-05-22,16,176.69
24-05-22,17,194.37
24-05-22,18,198.32
24-05-22,19,267.5
24-05-22,20,300.06
24-05-22,21,288.02
24-05-22,22,202.76
24-05-22,23,176.28
24-05-23,0,179.74
24-05-23,1,176.02
24-05-23,2,166.25
24-05-23,3,169.59
24-05-23,4,173.29
24-05-23,5,176.02
24-05-23,6,213.56
24-05-23,7,221.13
24-05-23,8,187.68
24-05-23,9,147
24-05-23,10,140.17
24-05-23,11,127.15
24-05-23,12,114.81
24-05-23,13,114.81
24-05-23,14,114.83
24-05-23,15,146.82
24-05-23,16,168.01
24-05-23,17,180.82
24-05-23,18,217.61
24-05-23,19,285.39
24-05-23,20,392.38
24-05-23,21,307.44
24-05-23,22,238.75
24-05-23,23,200.84
24-05-24,0,198.71
24-05-24,1,180.35
24-05-24,2,172.72
24-05-24,3,169.02
24-05-24,4,173.05
24-05-24,5,196.7
24-05-24,6,232.65
24-05-24,7,240.23
24-05-24,8,179.78
24-05-24,9,148.58
24-05-24,10,150.68
24-05-24,11,153.16
24-05-24,12,139.02
24-05-24,13,127.36
24-05-24,14,145.94
24-05-24,15,159.24
24-05-24,16,165.05
24-05-24,17,194.25
24-05-24,18,222.12
24-05-24,19,271.86
24-05-24,20,293.37
24-05-24,21,264.33
24-05-24,22,214.5
24-05-24,23,195.27
24-05-25,0,185.57
24-05-25,1,179.68
24-05-25,2,176.89
24-05-25,3,174.36
24-05-25,4,174.13
24-05-25,5,176.89
24-05-25,6,176.89
24-05-25,7,163.23
24-05-25,8,72.11
24-05-25,9,39.12
24-05-25,10,10.01
24-05-25,11,16.84
24-05-25,12,6.34
24-05-25,13,0.08
24-05-25,14,0
24-05-25,15,0.04
24-05-25,16,28.01
24-05-25,17,150.19
24-05-25,18,189.62
24-05-25,19,227.82
24-05-25,20,258.09
24-05-25,21,267.5
24-05-25,22,226.92
24-05-25,23,204.78
24-05-26,0,211.46
24-05-26,1,195.05
24-05-26,2,180.23
24-05-26,3,179.9
24-05-26,4,182.05
24-05-26,5,176.92
24-05-26,6,166.38
24-05-26,7,143.03
24-05-26,8,25.91
24-05-26,9,0.04
24-05-26,10,0
24-05-26,11,0
24-05-26,12,0
24-05-26,13,0
24-05-26,14,0
24-05-26,15,0
24-05-26,16,0.08
24-05-26,17,101.68
24-05-26,18,175.11
24-05-26,19,215
24-05-26,20,287.59
24-05-26,21,225.21
24-05-26,22,200.77
24-05-26,23,303.35
24-05-27,0,152.01
24-05-27,1,151.17
24-05-27,2,150.09
24-05-27,3,150.09
24-05-27,4,157.54
24-05-27,5,169.84
24-05-27,6,209.72
24-05-27,7,241.86
24-05-27,8,158.7
24-05-27,9,114.83
24-05-27,10,107.57
24-05-27,11,104.25
24-05-27,12,126.35
24-05-27,13,127.13
24-05-27,14,130.26
24-05-27,15,155.33
24-05-27,16,174.48
24-05-27,17,199.61
24-05-27,18,247
24-05-27,19,341.92
24-05-27,20,406.93
24-05-27,21,368.87
24-05-27,22,251.48
24-05-27,23,207.69
24-05-28,0,197.19
24-05-28,1,176.92
24-05-28,2,175.77
24-05-28,3,166.36
24-05-28,4,164.66
24-05-28,5,176.92
24-05-28,6,226.23
24-05-28,7,246.06
24-05-28,8,207.3
24-05-28,9,172.82
24-05-28,10,147.2
24-05-28,11,143.66
24-05-28,12,126.99
24-05-28,13,114.83
24-05-28,14,114.83
24-05-28,15,136.44
24-05-28,16,156.8
24-05-28,17,215.06
24-05-28,18,263.76
24-05-28,19,357.56
24-05-28,20,362
24-05-28,21,325.41
24-05-28,22,203.52
24-05-28,23,189.89
24-05-29,0,177.77
24-05-29,1,176.85
24-05-29,2,172.93
24-05-29,3,170
24-05-29,4,171.02
24-05-29,5,181.03
24-05-29,6,244.44
24-05-29,7,194.94
24-05-29,8,173.68
24-05-29,9,138.88
24-05-29,10,136.5
24-05-29,11,125.51
24-05-29,12,118.41
24-05-29,13,125.41
24-05-29,14,125.35
24-05-29,15,141.54
24-05-29,16,176.85
24-05-29,17,202.17
24-05-29,18,218.13
24-05-29,19,300.26
24-05-29,20,364.59
24-05-29,21,332.65
24-05-29,22,227.7
24-05-29,23,193.65
24-05-30,0,190.26
24-05-30,1,179.43
24-05-30,2,172.47
24-05-30,3,173.95
24-05-30,4,176.89
24-05-30,5,206.36
24-05-30,6,191.03
24-05-30,7,203.11
24-05-30,8,178.76
24-05-30,9,172.5
24-05-30,10,162.43
24-05-30,11,138.86
24-05-30,12,144.77
24-05-30,13,128.87
24-05-30,14,128.73
24-05-30,15,138.41
24-05-30,16,171.27
24-05-30,17,187.54
24-05-30,18,216.04
24-05-30,19,299.71
24-05-30,20,303.15
24-05-30,21,259.5
24-05-30,22,216.14
24-05-30,23,200.69
24-05-31,0,180.99
24-05-31,1,164.29
24-05-31,2,169.18
24-05-31,3,170.16
24-05-31,4,175.56
24-05-31,5,208.35
24-05-31,6,197.93
24-05-31,7,224.9
24-05-31,8,224.37
24-05-31,9,203
24-05-31,10,179.56
24-05-31,11,167.65
24-05-31,12,154.63
24-05-31,13,141.78
24-05-31,14,134.44
24-05-31,15,136.6
24-05-31,16,152.3
24-05-31,17,176.87
24-05-31,18,222.81
24-05-31,19,257
24-05-31,20,272.19
24-05-31,21,257.78
24-05-31,22,199.98
24-05-31,23,182.38
24-06-01,0,168.59
24-06-01,1,160.16
24-06-01,2,145.81
24-06-01,3,148.12
24-06-01,4,131.22
24-06-01,5,131.9
24-06-01,6,141.86
24-06-01,7,135.89
24-06-01,8,148.88
24-06-01,9,125.99
24-06-01,10,97.48
24-06-01,11,73.17
24-06-01,12,43.81
24-06-01,13,15.41
24-06-01,14,5.28
24-06-01,15,10.41
24-06-01,16,26.95
24-06-01,17,117.02
24-06-01,18,167.89
24-06-01,19,260.14
24-06-01,20,330.03
24-06-01,21,300.69
24-06-01,22,178.16
24-06-01,23,163.45
24-06-02,0,114.83
24-06-02,1,107.51
24-06-02,2,113.67
24-06-02,3,117.02
24-06-02,4,113.26
24-06-02,5,78.1
24-06-02,6,10.42
24-06-02,7,8.04
24-06-02,8,1.9
24-06-02,9,0
24-06-02,10,2.27
24-06-02,11,0
24-06-02,12,0
24-06-02,13,0
24-06-02,14,0.08
24-06-02,15,9.76
24-06-02,16,109.59
24-06-02,17,107.49
24-06-02,18,127.03
24-06-02,19,199.89
24-06-02,20,340.02
24-06-02,21,243.32
24-06-02,22,199.44
24-06-02,23,177.77
24-06-03,0,180.25
24-06-03,1,176.9
24-06-03,2,175.71
24-06-03,3,172.82
24-06-03,4,168.53
24-06-03,5,198.54
24-06-03,6,254.88
24-06-03,7,377.34
24-06-03,8,289.35
24-06-03,9,186.1
24-06-03,10,176.96
24-06-03,11,171.94
24-06-03,12,163.04
24-06-03,13,160.16
24-06-03,14,157.29
24-06-03,15,173.42
24-06-03,16,193.04
24-06-03,17,249.07
24-06-03,18,321.3
24-06-03,19,384.44
24-06-03,20,414.69
24-06-03,21,376.58
24-06-03,22,286.84
24-06-03,23,233.23
24-06-04,0,211.31
24-06-04,1,197.6
24-06-04,2,188.76
24-06-04,3,190.3
24-06-04,4,190.91
24-06-04,5,210.66
24-06-04,6,273.68
24-06-04,7,336.93
24-06-04,8,217.29
24-06-04,9,216.47
24-06-04,10,176.2
