date,hour,price
24-01-01,0,0.2
24-01-01,1,0.02
24-01-01,2,0.08
24-01-01,3,0.02
24-01-01,4,0.02
24-01-01,5,0.02
24-01-01,6,0.08
24-01-01,7,0.02
24-01-01,8,0.02
24-01-01,9,0.08
24-01-01,10,0.12
24-01-01,11,1.06
24-01-01,12,4.38
24-01-01,13,6.34
24-01-01,14,19.26
24-01-01,15,76.71
24-01-01,16,103.91
24-01-01,17,120.03
24-01-01,18,118.66
24-01-01,19,127.13
24-01-01,20,97.81
24-01-01,21,97.81
24-01-01,22,84.1
24-01-01,23,69.53
24-01-02,0,57.46
24-01-02,1,38.41
24-01-02,2,54.08
24-01-02,3,32.04
24-01-02,4,19.26
24-01-02,5,127.17
24-01-02,6,211.78
24-01-02,7,222.67
24-01-02,8,210.1
24-01-02,9,149.33
24-01-02,10,147.86
24-01-02,11,152.3
24-01-02,12,156.99
24-01-02,13,158.95
24-01-02,14,166.3
24-01-02,15,200.59
24-01-02,16,171.82
24-01-02,17,168.28
24-01-02,18,159.38
24-01-02,19,147.02
24-01-02,20,127.15
24-01-02,21,127.15
24-01-02,22,199.44
24-01-02,23,180.74
24-01-03,0,38.02
24-01-03,1,35.52
24-01-03,2,33.76
24-01-03,3,32.92
24-01-03,4,34.89
24-01-03,5,39.18
24-01-03,6,127.15
24-01-03,7,146.92
24-01-03,8,197.56
24-01-03,9,127.13
24-01-03,10,127.15
24-01-03,11,127.13
24-01-03,12,127.13
24-01-03,13,127.15
24-01-03,14,127.15
24-01-03,15,141.27
24-01-03,16,155.78
24-01-03,17,165.95
24-01-03,18,167.5
24-01-03,19,189.83
24-01-03,20,143.23
24-01-03,21,131.84
24-01-03,22,127.13
24-01-03,23,113.67
24-01-04,0,136.93
24-01-04,1,98.69
24-01-04,2,78.23
24-01-04,3,49.83
24-01-04,4,96.6
24-01-04,5,137.1
24-01-04,6,190.91
24-01-04,7,166.28
24-01-04,8,178.9
24-01-04,9,184.24
24-01-04,10,144.4
24-01-04,11,137.1
24-01-04,12,137.1
24-01-04,13,168.12
24-01-04,14,180.15
24-01-04,15,192.88
24-01-04,16,204.4
24-01-04,17,220.36
24-01-04,18,223.9
24-01-04,19,216.02
24-01-04,20,197.44
24-01-04,21,185.61
24-01-04,22,179.76
24-01-04,23,173.33
24-01-05,0,168.36
24-01-05,1,157.46
24-01-05,2,150.62
24-01-05,3,142.7
24-01-05,4,142.36
24-01-05,5,155.68
24-01-05,6,183.52
24-01-05,7,204.54
24-01-05,8,208.86
24-01-05,9,196.87
24-01-05,10,190.73
24-01-05,11,192.71
24-01-05,12,190.05
24-01-05,13,201.16
24-01-05,14,215.69
24-01-05,15,219.39
24-01-05,16,222.67
24-01-05,17,227.01
24-01-05,18,220.29
24-01-05,19,214.73
24-01-05,20,206.63
24-01-05,21,189.85
24-01-05,22,185.65
24-01-05,23,169.77
24-01-06,0,175.99
24-01-06,1,156.86
24-01-06,2,148.9
24-01-06,3,142.8
24-01-06,4,142.8
24-01-06,5,145.89
24-01-06,6,146.88
24-01-06,7,159.19
24-01-06,8,172.9
24-01-06,9,180.39
24-01-06,10,190.3
24-01-06,11,185.22
24-01-06,12,193.94
24-01-06,13,185.18
24-01-06,14,180.86
24-01-06,15,184.34
24-01-06,16,185.22
24-01-06,17,203.97
24-01-06,18,202.68
24-01-06,19,193.63
24-01-06,20,180.21
24-01-06,21,172.11
24-01-06,22,169.32
24-01-06,23,156.21
24-01-07,0,164.45
24-01-07,1,156.11
24-01-07,2,150.13
24-01-07,3,143.68
24-01-07,4,140.55
24-01-07,5,140.98
24-01-07,6,146.49
24-01-07,7,151.95
24-01-07,8,159.97
24-01-07,9,165.97
24-01-07,10,159.46
24-01-07,11,158.44
24-01-07,12,173.4
24-01-07,13,165.87
24-01-07,14,164.95
24-01-07,15,172.13
24-01-07,16,182.71
24-01-07,17,199.04
24-01-07,18,205.07
24-01-07,19,197.99
24-01-07,20,196.56
24-01-07,21,182.5
24-01-07,22,178.31
24-01-07,23,164.02
24-01-08,0,152.67
24-01-08,1,145.44
24-01-08,2,101.1
24-01-08,3,79.33
24-01-08,4,136.91
24-01-08,5,160.57
24-01-08,6,184.43
24-01-08,7,200.2
24-01-08,8,236.87
24-01-08,9,230.46
24-01-08,10,197.56
24-01-08,11,196.07
24-01-08,12,186.74
24-01-08,13,181.72
24-01-08,14,195.58
24-01-08,15,210.96
24-01-08,16,238.61
24-01-08,17,254.45
24-01-08,18,254.24
24-01-08,19,238.63
24-01-08,20,223.32
24-01-08,21,201.04
24-01-08,22,195.49
24-01-08,23,178.94
24-01-09,0,171.19
24-01-09,1,168.55
24-01-09,2,166.25
24-01-09,3,164.45
24-01-09,4,166.54
24-01-09,5,175.16
24-01-09,6,210.06
24-01-09,7,238.63
24-01-09,8,259.81
24-01-09,9,236.38
24-01-09,10,219.7
24-01-09,11,205.3
24-01-09,12,194.96
24-01-09,13,195.94
24-01-09,14,216.75
24-01-09,15,233.58
24-01-09,16,251.34
24-01-09,17,268.63
24-01-09,18,267.95
24-01-09,19,254.36
24-01-09,20,234.33
24-01-09,21,213.54
24-01-09,22,206.56
24-01-09,23,188.89
24-01-10,0,174.38
24-01-10,1,169.69
24-01-10,2,169.63
24-01-10,3,167.81
24-01-10,4,171.72
24-01-10,5,178.88
24-01-10,6,216.3
24-01-10,7,251.89
24-01-10,8,276.98
24-01-10,9,255.02
24-01-10,10,233.08
24-01-10,11,213.44
24-01-10,12,198.97
24-01-10,13,211.64
24-01-10,14,226.17
24-01-10,15,245.98
24-01-10,16,266.29
24-01-10,17,281.23
24-01-10,18,273.82
24-01-10,19,258.46
24-01-10,20,234.7
24-01-10,21,213.87
24-01-10,22,205.09
24-01-10,23,187.43
24-01-11,0,179.45
24-01-11,1,173.27
24-01-11,2,170.65
24-01-11,3,161.12
24-01-11,4,160.5
24-01-11,5,176.71
24-01-11,6,218.21
24-01-11,7,238.61
24-01-11,8,275.77
24-01-11,9,252.62
24-01-11,10,222.28
24-01-11,11,208.26
24-01-11,12,194.37
24-01-11,13,193.63
24-01-11,14,207.28
24-01-11,15,232.9
24-01-11,16,287.6
24-01-11,17,309.2
24-01-11,18,277.73
24-01-11,19,258.78
24-01-11,20,238.61
24-01-11,21,209.65
24-01-11,22,207.28
24-01-11,23,193.63
24-01-12,0,181.87
24-01-12,1,181.89
24-01-12,2,167.58
24-01-12,3,166.95
24-01-12,4,171.66
24-01-12,5,185.33
24-01-12,6,231.69
24-01-12,7,238.69
24-01-12,8,275.26
24-01-12,9,263.96
24-01-12,10,238.63
24-01-12,11,224.39
24-01-12,12,209.23
24-01-12,13,201.61
24-01-12,14,204.46
24-01-12,15,215.14
24-01-12,16,234.7
24-01-12,17,249.37
24-01-12,18,246.43
24-01-12,19,233.66
24-01-12,20,215.14
24-01-12,21,205.83
24-01-12,22,198.87
24-01-12,23,176.04
24-01-13,0,176.02
24-01-13,1,171.53
24-01-13,2,160.38
24-01-13,3,153.47
24-01-13,4,163.12
24-01-13,5,164.09
24-01-13,6,186.82
24-01-13,7,205.23
24-01-13,8,210.51
24-01-13,9,172.78
24-01-13,10,165.35
24-01-13,11,148.74
24-01-13,12,139.22
24-01-13,13,139.74
24-01-13,14,180.39
24-01-13,15,238.61
24-01-13,16,238.63
24-01-13,17,254.26
24-01-13,18,264.04
24-01-13,19,262.08
24-01-13,20,238.63
24-01-13,21,205.36
24-01-13,22,204.11
24-01-13,23,196.15
24-01-14,0,201.45
24-01-14,1,129.73
24-01-14,2,128.73
24-01-14,3,128.56
24-01-14,4,129.2
24-01-14,5,131.78
24-01-14,6,202.29
24-01-14,7,165.03
24-01-14,8,150.52
24-01-14,9,160.85
24-01-14,10,161.28
24-01-14,11,135.93
24-01-14,12,144.48
24-01-14,13,150.68
24-01-14,14,154.8
24-01-14,15,204.85
24-01-14,16,197.48
24-01-14,17,217.1
24-01-14,18,218.92
24-01-14,19,214.67
24-01-14,20,203.37
24-01-14,21,211.68
24-01-14,22,198.54
24-01-14,23,191.48
24-01-15,0,137.87
24-01-15,1,130.61
24-01-15,2,126.29
24-01-15,3,121.34
24-01-15,4,122.67
24-01-15,5,166.05
24-01-15,6,238.61
24-01-15,7,223.14
24-01-15,8,238.61
24-01-15,9,205.23
24-01-15,10,195.31
24-01-15,11,176.55
24-01-15,12,173.89
24-01-15,13,177.55
24-01-15,14,195
24-01-15,15,191.81
24-01-15,16,205.87
24-01-15,17,222.87
24-01-15,18,224.18
24-01-15,19,222.55
24-01-15,20,202.82
24-01-15,21,183.69
24-01-15,22,178.8
24-01-15,23,171.6
24-01-16,0,161.79
24-01-16,1,159.65
24-01-16,2,156.8
24-01-16,3,153.16
24-01-16,4,151.6
24-01-16,5,176.02
24-01-16,6,210.96
24-01-16,7,244.87
24-01-16,8,281.85
24-01-16,9,271.08
24-01-16,10,238.61
24-01-16,11,215.14
24-01-16,12,201.78
24-01-16,13,216.31
24-01-16,14,232.9
24-01-16,15,257.74
24-01-16,16,276.4
24-01-16,17,281.46
24-01-16,18,265.17
24-01-16,19,252.22
24-01-16,20,238.61
24-01-16,21,209.65
24-01-16,22,201.59
24-01-16,23,191.69
24-01-17,0,210.27
24-01-17,1,208.35
24-01-17,2,204.97
24-01-17,3,201.59
24-01-17,4,207.32
24-01-17,5,272.6
24-01-17,6,357.84
24-01-17,7,373.49
24-01-17,8,296.93
24-01-17,9,225.84
24-01-17,10,215.79
24-01-17,11,217.29
24-01-17,12,224.08
24-01-17,13,229.2
24-01-17,14,229.65
24-01-17,15,232.8
24-01-17,16,238.61
24-01-17,17,258.72
24-01-17,18,238.61
24-01-17,19,223.73
24-01-17,20,211.35
24-01-17,21,195.58
24-01-17,22,181.48
24-01-17,23,163.21
24-01-18,0,156.78
24-01-18,1,150.64
24-01-18,2,146.16
24-01-18,3,145.08
24-01-18,4,148.56
24-01-18,5,159.15
24-01-18,6,193.63
24-01-18,7,220.44
24-01-18,8,249.04
24-01-18,9,241.49
24-01-18,10,230.75
24-01-18,11,224
24-01-18,12,212.83
24-01-18,13,205.28
24-01-18,14,206.05
24-01-18,15,211.78
24-01-18,16,219.37
24-01-18,17,223.77
24-01-18,18,212.93
24-01-18,19,207.96
24-01-18,20,196.19
24-01-18,21,165.38
24-01-18,22,161.32
24-01-18,23,143.97
24-01-19,0,116.61
24-01-19,1,96.52
24-01-19,2,118.39
24-01-19,3,122.75
24-01-19,4,123.84
24-01-19,5,132.08
24-01-19,6,152.93
24-01-19,7,181.99
24-01-19,8,203.93
24-01-19,9,201.45
24-01-19,10,185.82
24-01-19,11,169.57
24-01-19,12,152.89
24-01-19,13,145.06
24-01-19,14,148.62
24-01-19,15,182.79
24-01-19,16,193.41
24-01-19,17,209.14
24-01-19,18,209.61
24-01-19,19,191.87
24-01-19,20,191.5
24-01-19,21,145.47
24-01-19,22,154.76
24-01-19,23,131.73
24-01-20,0,135.21
24-01-20,1,125.7
24-01-20,2,127.58
24-01-20,3,122.65
24-01-20,4,121.71
24-01-20,5,122.57
24-01-20,6,126.07
24-01-20,7,135.25
24-01-20,8,167.52
24-01-20,9,193.63
24-01-20,10,187.6
24-01-20,11,195.58
24-01-20,12,188.6
24-01-20,13,176.02
24-01-20,14,191.4
24-01-20,15,177.69
24-01-20,16,195.56
24-01-20,17,205.36
24-01-20,18,205.28
24-01-20,19,182.34
24-01-20,20,174.01
24-01-20,21,149.5
24-01-20,22,147.53
24-01-20,23,135.21
24-01-21,0,136.01
24-01-21,1,113.36
24-01-21,2,107.86
24-01-21,3,99.53
24-01-21,4,105.07
24-01-21,5,119.7
24-01-21,6,120.17
24-01-21,7,126.44
24-01-21,8,129.57
24-01-21,9,115.41
24-01-21,10,106.89
24-01-21,11,99.71
24-01-21,12,90.46
24-01-21,13,91.98
24-01-21,14,109.19
24-01-21,15,172.86
24-01-21,16,185.8
24-01-21,17,193.26
24-01-21,18,199.24
24-01-21,19,193.02
24-01-21,20,183.85
24-01-21,21,151.87
24-01-21,22,146.69
24-01-21,23,118.25
24-01-22,0,100.98
24-01-22,1,105.63
24-01-22,2,99.3
24-01-22,3,86.45
24-01-22,4,96.44
24-01-22,5,187.13
24-01-22,6,207.32
24-01-22,7,223.94
24-01-22,8,238.63
24-01-22,9,213.81
24-01-22,10,159.91
24-01-22,11,153.08
24-01-22,12,132.33
24-01-22,13,162.63
24-01-22,14,176.85
24-01-22,15,221.81
24-01-22,16,238.61
24-01-22,17,257.78
24-01-22,18,238.61
24-01-22,19,223.94
24-01-22,20,212.46
24-01-22,21,195.25
24-01-22,22,190.63
24-01-22,23,176.04
24-01-23,0,148.45
24-01-23,1,140.82
24-01-23,2,127.32
24-01-23,3,127.32
24-01-23,4,137.55
24-01-23,5,238.63
24-01-23,6,238.61
24-01-23,7,238.61
24-01-23,8,238.61
24-01-23,9,197.87
24-01-23,10,170.33
24-01-23,11,132.23
24-01-23,12,120.07
24-01-23,13,128.91
24-01-23,14,172.31
24-01-23,15,230.55
24-01-23,16,276.26
24-01-23,17,341.57
24-01-23,18,301.49
24-01-23,19,238.63
24-01-23,20,238.61
24-01-23,21,191.4
24-01-23,22,184.04
24-01-23,23,174.93
24-01-24,0,149.43
24-01-24,1,139.98
24-01-24,2,128.5
24-01-24,3,103.4
24-01-24,4,103.89
24-01-24,5,154.51
24-01-24,6,189.74
24-01-24,7,238.63
24-01-24,8,238.63
24-01-24,9,209.57
24-01-24,10,185.75
24-01-24,11,183.65
24-01-24,12,179.21
24-01-24,13,184.38
24-01-24,14,197.36
24-01-24,15,197.54
24-01-24,16,218.82
24-01-24,17,238.61
24-01-24,18,238.61
24-01-24,19,233.27
24-01-24,20,200.53
24-01-24,21,199.38
24-01-24,22,189.89
24-01-24,23,183.85
24-01-25,0,104.6
24-01-25,1,98.61
24-01-25,2,92.45
24-01-25,3,95.54
24-01-25,4,136.44
24-01-25,5,286.1
24-01-25,6,238.63
24-01-25,7,250.23
24-01-25,8,242.97
24-01-25,9,200.28
24-01-25,10,173.23
24-01-25,11,153.85
24-01-25,12,146.59
24-01-25,13,152.75
24-01-25,14,179.94
24-01-25,15,195.35
24-01-25,16,212.32
24-01-25,17,247.53
24-01-25,18,238.61
24-01-25,19,234.7
24-01-25,20,207.57
24-01-25,21,195.07
24-01-25,22,183.85
24-01-25,23,145.57
24-01-26,0,122.83
24-01-26,1,121.26
24-01-26,2,114.4
24-01-26,3,113.52
24-01-26,4,132.92
24-01-26,5,176.04
24-01-26,6,194.21
24-01-26,7,234.8
24-01-26,8,224.55
24-01-26,9,198.44
24-01-26,10,182.79
24-01-26,11,179.27
24-01-26,12,158.01
24-01-26,13,171.17
24-01-26,14,185.69
24-01-26,15,198.83
24-01-26,16,229.54
24-01-26,17,238.61
24-01-26,18,230.92
24-01-26,19,210.68
24-01-26,20,198.03
24-01-26,21,192.79
24-01-26,22,186.74
24-01-26,23,137.44
24-01-27,0,138.04
24-01-27,1,111.93
24-01-27,2,116.55
24-01-27,3,109.55
24-01-27,4,109.51
24-01-27,5,115.43
24-01-27,6,117.9
24-01-27,7,145.42
24-01-27,8,223.36
24-01-27,9,203.86
24-01-27,10,185.8
24-01-27,11,117.29
24-01-27,12,109.21
24-01-27,13,105.38
24-01-27,14,122.79
24-01-27,15,153.22
24-01-27,16,199.65
24-01-27,17,208.37
24-01-27,18,206.89
24-01-27,19,193.9
24-01-27,20,166.25
24-01-27,21,155.25
24-01-27,22,148.58
24-01-27,23,142.19
24-01-28,0,130.59
24-01-28,1,118.56
24-01-28,2,115.22
24-01-28,3,114.49
24-01-28,4,116.35
24-01-28,5,120.91
24-01-28,6,115.32
24-01-28,7,132.66
24-01-28,8,134.52
24-01-28,9,130.57
24-01-28,10,126.39
24-01-28,11,97.77
24-01-28,12,97.79
24-01-28,13,92.35
24-01-28,14,131.2
24-01-28,15,151.19
24-01-28,16,172.68
24-01-28,17,192.38
24-01-28,18,180.43
24-01-28,19,174.93
24-01-28,20,176.02
24-01-28,21,189.72
24-01-28,22,136.54
24-01-28,23,109.53
24-01-29,0,97.73
24-01-29,1,92.43
24-01-29,2,94.11
24-01-29,3,93.82
24-01-29,4,100.88
24-01-29,5,117.47
24-01-29,6,189.29
24-01-29,7,201.72
24-01-29,8,208.92
24-01-29,9,172.88
24-01-29,10,154.31
24-01-29,11,139.39
24-01-29,12,137.38
24-01-29,13,169.26
24-01-29,14,187.76
24-01-29,15,196.52
24-01-29,16,214.71
24-01-29,17,247.02
24-01-29,18,236.05
24-01-29,19,210.29
24-01-29,20,179.43
24-01-29,21,168.38
24-01-29,22,162.94
24-01-29,23,157.03
24-01-30,0,140.7
24-01-30,1,134.5
24-01-30,2,135.68
24-01-30,3,131.33
24-01-30,4,130.63
24-01-30,5,135.68
24-01-30,6,187.72
24-01-30,7,210.47
24-01-30,8,188.11
24-01-30,9,166.11
24-01-30,10,150.89
24-01-30,11,137.1
24-01-30,12,133.19
24-01-30,13,133.45
24-01-30,14,140.68
24-01-30,15,188.21
24-01-30,16,212.36
24-01-30,17,238.63
24-01-30,18,238.63
24-01-30,19,231.06
24-01-30,20,211.5
24-01-30,21,196.05
24-01-30,22,165.21
24-01-30,23,141.76
24-01-31,0,146.84
24-01-31,1,167.32
24-01-31,2,138.65
24-01-31,3,136.56
24-01-31,4,156.47
24-01-31,5,186.06
24-01-31,6,202.17
24-01-31,7,238.63
24-01-31,8,238.63
24-01-31,9,182.99
24-01-31,10,162.29
24-01-31,11,150.77
24-01-31,12,146.51
24-01-31,13,141.58
24-01-31,14,160.81
24-01-31,15,189.72
24-01-31,16,238.61
24-01-31,17,238.63
24-01-31,18,240
24-01-31,19,238.61
24-01-31,20,238.61
24-01-31,21,198.26
24-01-31,22,198.63
24-01-31,23,174.07
24-02-01,0,174.52
24-02-01,1,168.01
24-02-01,2,156.47
24-02-01,3,142.89
24-02-01,4,163.9
24-02-01,5,194.74
24-02-01,6,209.98
24-02-01,7,238.61
24-02-01,8,201.53
24-02-01,9,173.38
24-02-01,10,169.88
24-02-01,11,158.97
24-02-01,12,153.16
24-02-01,13,156.45
24-02-01,14,164.54
24-02-01,15,188.44
24-02-01,16,200.59
24-02-01,17,238.63
24-02-01,18,256.16
24-02-01,19,238.61
24-02-01,20,216.45
24-02-01,21,211.19
24-02-01,22,194.57
24-02-01,23,185.22
24-02-02,0,176.89
24-02-02,1,133.25
24-02-02,2,113.44
24-02-02,3,106.96
24-02-02,4,109.49
24-02-02,5,184.57
24-02-02,6,196.29
24-02-02,7,236.11
24-02-02,8,217.37
24-02-02,9,188.42
24-02-02,10,159.65
24-02-02,11,149.43
24-02-02,12,137.98
24-02-02,13,136.91
24-02-02,14,150.76
24-02-02,15,176.92
24-02-02,16,212.34
24-02-02,17,231.94
24-02-02,18,237.67
24-02-02,19,220.4
24-02-02,20,213.19
24-02-02,21,186.82
24-02-02,22,175.85
24-02-02,23,149.56
24-02-03,0,178.16
24-02-03,1,172.6
24-02-03,2,162.33
24-02-03,3,149.62
24-02-03,4,149.62
24-02-03,5,153.92
24-02-03,6,148.62
24-02-03,7,169.34
24-02-03,8,132.74
24-02-03,9,118.8
24-02-03,10,103.54
24-02-03,11,88.42
24-02-03,12,81.26
24-02-03,13,79.5
24-02-03,14,86.53
24-02-03,15,144.73
24-02-03,16,176.92
24-02-03,17,208.43
24-02-03,18,219.05
24-02-03,19,189.81
24-02-03,20,198.32
24-02-03,21,176.92
24-02-03,22,120.67
24-02-03,23,98.57
24-02-04,0,74.89
24-02-04,1,47.12
24-02-04,2,54.7
24-02-04,3,24.25
24-02-04,4,20.2
24-02-04,5,56.68
24-02-04,6,71.66
24-02-04,7,168.49
24-02-04,8,80.11
24-02-04,9,75.67
24-02-04,10,58.13
24-02-04,11,50.26
24-02-04,12,37.94
24-02-04,13,26.72
24-02-04,14,58.32
24-02-04,15,166.25
24-02-04,16,166.68
24-02-04,17,185.78
24-02-04,18,202.51
24-02-04,19,172.17
24-02-04,20,209.51
24-02-04,21,126.03
24-02-04,22,109.33
24-02-04,23,87.54
24-02-05,0,60.55
24-02-05,1,60.77
24-02-05,2,36.16
24-02-05,3,19.32
24-02-05,4,39.1
24-02-05,5,101.66
24-02-05,6,195.58
24-02-05,7,215.14
24-02-05,8,181.6
24-02-05,9,148.7
24-02-05,10,114.01
24-02-05,11,91.92
24-02-05,12,71.11
24-02-05,13,62.04
24-02-05,14,115.61
24-02-05,15,145.81
24-02-05,16,162.98
24-02-05,17,191.95
24-02-05,18,180.35
24-02-05,19,170.8
24-02-05,20,161.83
24-02-05,21,147.12
24-02-05,22,131.33
24-02-05,23,111.62
24-02-06,0,96.87
24-02-06,1,93.49
24-02-06,2,90.77
24-02-06,3,85.78
24-02-06,4,85.16
24-02-06,5,103.42
24-02-06,6,164.04
24-02-06,7,180.46
24-02-06,8,163.8
24-02-06,9,139.63
24-02-06,10,118.74
24-02-06,11,93.25
24-02-06,12,87.99
24-02-06,13,85.55
24-02-06,14,112.26
24-02-06,15,138.14
24-02-06,16,148.21
24-02-06,17,180.95
24-02-06,18,192.59
24-02-06,19,173.76
24-02-06,20,167.83
24-02-06,21,147.78
24-02-06,22,118.27
24-02-06,23,105.18
24-02-07,0,93.35
24-02-07,1,86.23
24-02-07,2,83.92
24-02-07,3,94.06
24-02-07,4,102.88
24-02-07,5,141.66
24-02-07,6,195.56
24-02-07,7,182.38
24-02-07,8,168.96
24-02-07,9,164.06
24-02-07,10,155.04
24-02-07,11,149.13
24-02-07,12,145.69
24-02-07,13,149.62
24-02-07,14,149.23
24-02-07,15,165.87
24-02-07,16,182.03
24-02-07,17,221.09
24-02-07,18,253.51
24-02-07,19,210.39
24-02-07,20,190.58
24-02-07,21,174.89
24-02-07,22,165.46
24-02-07,23,152.09
24-02-08,0,144.14
24-02-08,1,143.17
24-02-08,2,141.11
24-02-08,3,139.02
24-02-08,4,139.9
24-02-08,5,151.87
24-02-08,6,187.96
24-02-08,7,211.76
24-02-08,8,246.32
24-02-08,9,209.06
24-02-08,10,179.49
24-02-08,11,149.62
24-02-08,12,149.15
24-02-08,13,140.12
24-02-08,14,176.87
24-02-08,15,186.49
24-02-08,16,201.63
24-02-08,17,219.13
24-02-08,18,208.43
24-02-08,19,203.68
24-02-08,20,192.73
24-02-08,21,177.94
24-02-08,22,163.86
24-02-08,23,145.3
24-02-09,0,129.34
24-02-09,1,126.29
24-02-09,2,122.69
24-02-09,3,120.22
24-02-09,4,120.26
24-02-09,5,128.44
24-02-09,6,155.51
24-02-09,7,176.85
24-02-09,8,175.77
24-02-09,9,166.28
24-02-09,10,129.1
24-02-09,11,60.51
24-02-09,12,33.93
24-02-09,13,95.23
24-02-09,14,158.13
24-02-09,15,166.83
24-02-09,16,173.44
24-02-09,17,183.01
24-02-09,18,185.96
24-02-09,19,176.77
24-02-09,20,171.35
24-02-09,21,150.31
24-02-09,22,146.51
24-02-09,23,138.75
24-02-10,0,123.41
24-02-10,1,125.33
24-02-10,2,125.96
24-02-10,3,125.94
24-02-10,4,125.98
24-02-10,5,128.73
24-02-10,6,138.69
24-02-10,7,146.41
24-02-10,8,151.97
24-02-10,9,157.21
24-02-10,10,146
24-02-10,11,135.87
24-02-10,12,126.46
24-02-10,13,130.49
24-02-10,14,135.99
24-02-10,15,150.93
24-02-10,16,166.87
24-02-10,17,172.8
24-02-10,18,173.17
24-02-10,19,158.72
24-02-10,20,145.51
24-02-10,21,132.86
24-02-10,22,129.42
24-02-10,23,124.23
24-02-11,0,108.78
24-02-11,1,105.2
24-02-11,2,102.88
24-02-11,3,91.59
24-02-11,4,84.88
24-02-11,5,90.2
24-02-11,6,96.27
24-02-11,7,66.71
24-02-11,8,29.32
24-02-11,9,100.49
24-02-11,10,80.09
24-02-11,11,39.12
24-02-11,12,19.66
24-02-11,13,19.66
24-02-11,14,39.12
24-02-11,15,122.94
24-02-11,16,132.16
24-02-11,17,149.31
24-02-11,18,160.83
24-02-11,19,158.09
24-02-11,20,150.15
24-02-11,21,138.32
24-02-11,22,133.76
24-02-11,23,125.19
24-02-12,0,125.86
24-02-12,1,112.56
24-02-12,2,109.33
24-02-12,3,106.81
24-02-12,4,115.8
24-02-12,5,127.13
24-02-12,6,148.64
24-02-12,7,167.05
24-02-12,8,203.41
24-02-12,9,188.74
24-02-12,10,167.16
24-02-12,11,86.86
24-02-12,12,83.73
24-02-12,13,141.05
24-02-12,14,149.52
24-02-12,15,158.46
24-02-12,16,165.35
24-02-12,17,178.2
24-02-12,18,187.76
24-02-12,19,174.23
24-02-12,20,166.05
24-02-12,21,172.35
24-02-12,22,167.54
24-02-12,23,121.07
24-02-13,0,134.15
24-02-13,1,127.85
24-02-13,2,124.02
24-02-13,3,118.31
24-02-13,4,117.47
24-02-13,5,124.37
24-02-13,6,139.47
24-02-13,7,175.65
24-02-13,8,174.62
24-02-13,9,146.92
24-02-13,10,135.36
24-02-13,11,124.92
24-02-13,12,118.39
24-02-13,13,117.86
24-02-13,14,123.41
24-02-13,15,138.28
24-02-13,16,182.4
24-02-13,17,200.41
24-02-13,18,207.83
24-02-13,19,191.93
24-02-13,20,183.85
24-02-13,21,173.44
24-02-13,22,153.69
24-02-13,23,111.27
24-02-14,0,118.58
24-02-14,1,116.78
24-02-14,2,109.06
24-02-14,3,107.16
24-02-14,4,107.69
24-02-14,5,134.52
24-02-14,6,168.2
24-02-14,7,178.7
24-02-14,8,175.77
24-02-14,9,136.22
24-02-14,10,124.9
24-02-14,11,123.78
24-02-14,12,121.3
24-02-14,13,119.93
24-02-14,14,131.43
24-02-14,15,144.34
24-02-14,16,172.45
24-02-14,17,186.33
24-02-14,18,190.34
24-02-14,19,182.91
24-02-14,20,166.83
24-02-14,21,148.94
24-02-14,22,133.39
24-02-14,23,124.78
24-02-15,0,39.31
24-02-15,1,42.21
24-02-15,2,43.67
24-02-15,3,58.17
24-02-15,4,60.65
24-02-15,5,100.71
24-02-15,6,155.86
24-02-15,7,164.6
24-02-15,8,152.83
24-02-15,9,76.16
24-02-15,10,19.66
24-02-15,11,19.66
24-02-15,12,19.66
24-02-15,13,29.34
24-02-15,14,117.92
24-02-15,15,149
24-02-15,16,174.03
24-02-15,17,184.77
24-02-15,18,186.43
24-02-15,19,175.79
24-02-15,20,161.79
24-02-15,21,151.46
24-02-15,22,136.58
24-02-15,23,124.12
24-02-16,0,101.23
24-02-16,1,99.9
24-02-16,2,97.64
24-02-16,3,95.09
24-02-16,4,98.48
24-02-16,5,103.03
24-02-16,6,149.97
24-02-16,7,152.85
24-02-16,8,137.89
24-02-16,9,126.76
24-02-16,10,106.34
24-02-16,11,82.67
24-02-16,12,102.49
24-02-16,13,102.41
24-02-16,14,105.26
24-02-16,15,122.65
24-02-16,16,148.55
24-02-16,17,193.39
24-02-16,18,178.29
24-02-16,19,166.42
24-02-16,20,156.54
24-02-16,21,152.24
24-02-16,22,142.46
24-02-16,23,122.94
24-02-17,0,125.27
24-02-17,1,117.9
24-02-17,2,116.27
24-02-17,3,108.57
24-02-17,4,107.75
24-02-17,5,117.43
24-02-17,6,115.08
24-02-17,7,118.01
24-02-17,8,108.18
24-02-17,9,110.72
24-02-17,10,57.36
24-02-17,11,58.34
24-02-17,12,61.86
24-02-17,13,81.91
24-02-17,14,109.06
24-02-17,15,131.04
24-02-17,16,148.51
24-02-17,17,172.29
24-02-17,18,221.73
24-02-17,19,174.99
24-02-17,20,157.21
24-02-17,21,145.32
24-02-17,22,140.82
24-02-17,23,135.17
24-02-18,0,158.46
24-02-18,1,107.2
24-02-18,2,100.53
24-02-18,3,98.2
24-02-18,4,107.57
24-02-18,5,94.8
24-02-18,6,90.01
24-02-18,7,95.78
24-02-18,8,92.47
24-02-18,9,84.16
24-02-18,10,79.11
24-02-18,11,80.19
24-02-18,12,78.15
24-02-18,13,77.55
