name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
karaisen,2024-08-18T19:00:00,33.5,31.8,9.9,23.54,0,0,,0,0,28.1,17.6,85,1007.2,21.5,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-18T20:00:00,31.9,30.3,9.6,25.25,0,0,,0,0,24.1,15,87,1007.5,19.9,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-18T21:00:00,29.2,28.1,10.3,30.88,0,0,,0,0,23,9.8,86,1007.7,24.6,20.8,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-18T22:00:00,27.3,26.8,10.3,34.46,0,0,,0,0,25.2,11.5,105,1008.6,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-18T23:00:00,26,26,10.7,38.18,0,0,,0,0,24.5,12.2,104,1008.8,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T00:00:00,25.4,25.4,10.8,39.94,0,0,,0,0,22.3,10.7,89,1008.7,34.8,20.8,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T01:00:00,23.9,23.9,12.2,47.86,0,0,,0,0,18.4,10.8,113,1009,9.9,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T02:00:00,22.6,22.6,12.6,53.1,0,0,,0,0,16.2,7.7,101,1009,3.3,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T03:00:00,21.7,21.7,12.1,54.6,0,0,,0,0,13.3,5.8,82,1008.7,0,20.8,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T04:00:00,19.7,19.7,12.7,64.16,0,0,,0,0,13.3,7.3,85,1008.7,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T05:00:00,18.3,18.3,12.1,67.05,0,0,,0,0,12.2,7.8,66,1008.5,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T06:00:00,18.4,18.4,11.8,65.37,0,0,,0,0,10.1,6,85,1008.7,0,20.8,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T07:00:00,17.4,17.4,12.3,72.01,0,0,,0,0,10.8,4.3,65,1009.2,5.5,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T08:00:00,20.1,20.1,12.8,63.15,0,0,,0,0,9,8,71,1009.8,5.5,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T09:00:00,22.5,22.5,14.3,59.82,0,0,,0,0,7.9,8.9,88,1010,19.2,20.8,,,,,Clear,clear-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T10:00:00,25.5,25.5,15.3,53.26,0,0,,0,0,11.9,9.3,72,1010.2,0,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T11:00:00,27.4,27.5,14.2,44.38,0,0,,0,0,13.7,10.3,86,1010.2,9.9,15.2,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T12:00:00,29.5,28.8,13.1,36.49,0,0,,0,0,17.3,10.7,73,1009.8,40.6,20.8,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T13:00:00,31.5,30,10.2,26.87,0,0,,0,0,18.7,8.6,76,1009.4,21.6,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T14:00:00,33.4,31.4,7.4,19.98,0,0,,0,0,18.4,7.5,85,1009.1,17.9,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T15:00:00,34.1,31.9,6.5,18.12,0,0,,0,0,17.3,10.9,27,1008.4,61.6,20.2,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T16:00:00,35,32.8,6.2,16.81,0,0,,0,0,17.6,7,36,1008.4,39.7,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T17:00:00,35.5,33.2,5.9,16.03,0,0,,0,0,18.4,6.8,86,1008,21.8,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T18:00:00,35.2,32.9,6.4,16.92,0,0,,0,0,18,10.6,93,1007.4,59.2,20.8,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T19:00:00,34.2,32,6.8,18.42,0,0,,0,0,15.8,12.1,74,1007.2,28.8,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T20:00:00,32.2,30.3,8.5,23.09,0,0,,0,0,15.5,12.3,90,1007.8,18.1,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T21:00:00,29.5,28.2,9.1,28.1,0,0,,0,0,21.2,7.1,65,1008.3,25.6,19.7,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T22:00:00,27.4,26.8,9.1,31.62,0,0,,0,0,21.6,8.7,100,1009.5,9.9,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-19T23:00:00,27,26.6,9.4,32.91,0,0,,0,0,19.1,11.5,115,1009.6,9.9,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T00:00:00,26.6,26.6,9.5,34.21,0,0,,0,0,18.7,10.5,122,1009.4,14.4,19.7,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T01:00:00,24.2,24.2,10.8,42.96,0,0,,0,0,19.1,7.3,98,1009.9,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T02:00:00,22.8,22.8,11,47.43,0,0,,0,0,19.4,5.8,69,1009.9,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T03:00:00,22.9,22.9,10.7,46.07,0,0,,0,0,14,4.5,59,1009.8,0,17.1,,,,,Clear,clear-night,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T04:00:00,21.3,21.3,11,51.75,0,0,,0,0,14.4,4.9,111,1009.8,0,17.1,,,,,Clear,clear-night,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T05:00:00,20.1,20.1,11,55.58,0,0,,0,0,14,8.5,56,1009.4,12.1,17.1,,,,,Clear,clear-night,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T06:00:00,20.1,20.1,11.2,56.56,0,0,,0,0,11.5,7.7,65,1009.3,31.1,17.1,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T07:00:00,19.5,19.5,11.5,59.7,0,0,,0,0,10.8,7.5,70,1009.8,20.9,17.1,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T08:00:00,21.5,21.5,11.9,54.45,0,0,,0,0,10.1,7.8,74,1010,58.9,17.1,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T09:00:00,24.3,24.3,12.2,46.64,0.049,100,rain,0,0,8.3,10.1,87,1009.7,66,20.2,,,,,"Rain, Partially cloudy",rain,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T10:00:00,27.1,26.9,12.2,39.84,0,0,,0,0,10.8,8.4,89,1010,85.5,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T11:00:00,28.7,28,12.3,36.33,0,0,,0,0,10.4,7.1,104,1010.2,84.1,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T12:00:00,30.3,29.2,11.7,31.93,0,0,,0,0,11.9,7.3,343,1010.2,83.1,17.4,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T13:00:00,31.7,30.2,10.2,26.66,0,0,,0,0,19.8,10.1,47,1010.5,84.6,16.5,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15491099999,LBGO,15525499999,15498099999"
karaisen,2024-08-20T14:00:00,28,27.9,14.6,43.91,0,0,,0,0,20.5,16.7,275,1011,90.3,16.5,,,,,Overcast,cloudy,"15490099999,15489099999,15491099999,LBGO,15525499999,15498099999"
karaisen,2024-08-20T15:00:00,26.7,27.1,15,48.53,0.298,100,rain,0,0,27,14.6,277,1011.4,74.3,18.6,,,,,"Rain, Partially cloudy",rain,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T16:00:00,24,24,16.5,62.92,0,0,,0,0,23.8,15.7,233,1012.1,95.2,15,,,,,Overcast,cloudy,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T17:00:00,21.8,21.8,18.6,81.76,0,0,,0,0,11.9,14.5,315,1012.2,92.8,12.2,,,,,Overcast,cloudy,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T18:00:00,23.8,23.8,18.9,74.01,0,0,,0,0,11.2,8.1,172,1010.7,64.6,18,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T19:00:00,23.8,23.8,19,74.44,0,0,,0,0,9.4,6.7,304,1009.7,69.6,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T20:00:00,23.4,23.4,18.1,71.97,0,0,,0,0,7.2,5.8,241,1009.9,93.3,15.6,,,,,Overcast,cloudy,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T21:00:00,22.3,22.3,18.1,77,1.908,100,rain,0,0,8.3,3.3,4,1009.9,55.8,18.6,,,,,"Rain, Partially cloudy",rain,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T22:00:00,20.4,20.4,18.2,86.79,0,0,,0,0,8.3,3.7,355,1010.1,34.1,15.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-20T23:00:00,19.9,19.9,18.1,89.63,0,0,,0,0,7.6,3.2,92,1010.4,30.2,13.1,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T00:00:00,20,20,18,87.88,0,0,,0,0,5.4,2.2,79,1010.1,64.5,16.8,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T01:00:00,19.6,19.6,18,90.38,0,0,,0,0,5.4,4.5,92,1010.3,58.4,14,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T02:00:00,19.3,19.3,18,92.61,0,0,,0,0,6.5,3.4,338,1010,52.7,11.5,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T03:00:00,19.1,19.1,17.6,91.25,0,0,,0,0,4.7,3.1,249,1009.7,54,14.2,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T04:00:00,18.4,18.4,17.5,94.17,0,0,,0,0,5,2.3,278,1009.1,83.4,8.5,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T05:00:00,18.2,18.2,17.2,94.17,0,0,,0,0,3.6,3.3,308,1009.1,88.6,9.1,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T06:00:00,18.1,18.1,16.9,92.76,0,0,,0,0,4.3,4.2,266,1008.9,79.6,10.5,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T07:00:00,17.4,17.4,16.7,95.87,0,0,,0,0,5,3.3,315,1009.1,64.5,7.1,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T08:00:00,18.1,18.1,17.2,94.45,0,0,,0,0,5.8,1.3,320,1009.1,81,12.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T09:00:00,20.5,20.5,17.6,83.13,0.081,100,rain,0,0,6.1,3.2,351,1009.4,68,17.5,,,,,"Rain, Partially cloudy",rain,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T10:00:00,22.1,22.1,17.9,76.79,0,0,,0,0,7.9,4.5,210,1009.7,53.3,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T11:00:00,24.8,24.8,17.6,64.29,0,0,,0,0,15.8,5.1,263,1009.4,74.6,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T12:00:00,27,27.8,17.1,54.64,0,0,,0,0,20.9,5,245,1009,57.9,18.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T13:00:00,29,29.2,16.1,45.55,0,0,,0,0,16.6,3.5,183,1009,71.8,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T14:00:00,30.5,30.3,15.3,39.97,0,0,,0,0,19.1,4.5,67,1008.7,72.3,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T15:00:00,30.8,30.4,14.9,38.03,0,0,,0,0,11.2,7.8,318,1008,64.9,18.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T16:00:00,31.4,30.7,14,34.64,0,0,,0,0,10.4,9,307,1007.8,69.2,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T17:00:00,32.2,31.2,13.1,31.25,0,0,,0,0,9.7,7.2,252,1007.1,66.6,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T18:00:00,32.6,31.5,12.9,30.29,0,0,,0,0,9.7,8.7,287,1006.7,51.7,20.8,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T19:00:00,31.6,30.6,12.8,31.73,0,0,,0,0,9,8.3,252,1006.8,12.5,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T20:00:00,28.5,28.4,14.9,43.53,0,0,,0,0,9,5.2,241,1006.8,12.6,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T21:00:00,26.8,27.1,14.8,47.9,0,0,,0,0,11.9,3.6,276,1006.8,30,18.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T22:00:00,23.7,23.7,15.6,60.49,0,0,,0,0,13,4.2,353,1007.6,0,14,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-21T23:00:00,22.7,22.7,14.5,59.9,0,0,,0,0,13.7,3.4,304,1007.8,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T00:00:00,22.6,22.6,14.3,59.52,0,0,,0,0,13.3,5.6,289,1008.1,0,17.5,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T01:00:00,21.3,21.3,13.6,61.58,0,0,,0,0,11.5,5.2,278,1008.7,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T02:00:00,20.3,20.3,13.9,66.91,0,0,,0,0,10.4,6.8,356,1008.8,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T03:00:00,19.7,19.7,14.1,70.21,0,0,,0,0,9.7,4.4,258,1008.6,17,18.2,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T04:00:00,18.9,18.9,14.5,75.6,0,0,,0,0,9.7,3.4,297,1008.7,0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T05:00:00,18.1,18.1,14.5,79.17,0,0,,0,0,10.1,2.9,309,1008.7,0,15,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T06:00:00,17.8,17.8,14,78.56,0,0,,0,0,10.4,5.1,335,1008.7,0,18.6,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T07:00:00,17.4,17.4,14.5,82.73,0,0,,0,0,10.4,3.8,6,1009.2,9.9,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T08:00:00,20,20,15.7,76.38,0,0,,0,0,11.5,5.9,316,1009.6,9.9,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T09:00:00,23.5,23.5,15.7,61.87,0,0,,0,0,26.3,7.9,250,1009.5,30,19.7,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T10:00:00,26.7,27.2,15.7,51.1,0,0,,0,0,40,8.9,275,1009.9,8.2,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T11:00:00,29.3,29.1,14.9,41.49,0,0,,0,0,41.4,17.1,279,1010.3,18.1,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T12:00:00,30.6,30.2,14.8,38.32,0,0,,0,0,41.4,16.1,307,1010.1,29.4,19.7,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T13:00:00,32.4,31.8,14.5,34.07,0,0,,0,0,38.2,16.4,300,1010,20.8,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T14:00:00,33.4,32.8,14.2,31.31,0,0,,0,0,33.5,11.7,284,1009.7,15.4,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T15:00:00,34.2,33.5,14.1,29.96,0,0,,0,0,25.2,12.1,291,1009.2,27.8,19.7,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T16:00:00,34.5,33.4,12.6,26.71,0,0,,0,0,27,11.3,292,1009,29.9,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T17:00:00,35,33.8,12.3,25.43,0,0,,0,0,27,10.7,297,1008.3,29.6,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T18:00:00,35.2,33.9,12,24.76,0,0,,0,0,24.1,9.3,286,1008.2,42.6,20.8,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T19:00:00,34.4,33,11.5,24.85,0,0,,0,0,20.2,7.5,306,1008.4,37.4,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T20:00:00,31,30.2,13.6,34.72,0,0,,0,0,15.8,5.8,315,1008.8,19.3,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T21:00:00,29.2,28.8,14.3,40.21,0,0,,0,0,3.6,3.5,355,1009.3,56.2,20.2,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T22:00:00,26.1,26.1,15,50.62,0,0,,0,0,2.5,5.6,9,1010.3,53.4,15.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-22T23:00:00,24.4,24.4,15,55.96,0,0,,0,0,3.6,4.9,64,1010.7,23.3,15.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T00:00:00,25,25,14.7,52.69,0,0,,0,0,13.3,6.5,357,1011,30.2,19.7,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T01:00:00,23.1,23.1,14.8,59.57,0,0,,0,0,18,3.7,34,1011.8,27.6,15.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T02:00:00,22.8,22.8,14.8,60.63,0,0,,0,0,18.7,8.1,353,1012.6,59.4,15.6,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T03:00:00,22.7,22.7,14.5,59.95,0,0,,0,0,14.8,5.4,13,1012.6,32.6,19.7,,,,,Partially cloudy,partly-cloudy-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T04:00:00,21.3,21.3,14.5,65.15,0,0,,0,0,14.4,5.5,39,1013.5,11.9,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T05:00:00,19.8,19.8,14.1,69.41,0,0,,0,0,12.2,3.8,345,1013.7,9.2,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T06:00:00,19.8,19.8,13.9,68.65,0,0,,0,0,11.5,5.8,320,1013.6,16.2,20.2,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T07:00:00,18.5,18.5,14,75.35,0,0,,0,0,11.2,5.2,45,1013.9,8.2,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T08:00:00,20.5,20.5,14.4,67.93,0,0,,0,0,7.6,5.9,9,1014.6,3.3,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T09:00:00,23.4,23.4,14.2,56.61,0,0,,0,0,7.9,6.7,326,1014.7,0,20.8,,,,,Clear,clear-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T10:00:00,27,27.1,13.8,44.4,0,0,,0,0,18,5.9,305,1015.1,20.1,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T11:00:00,28.9,28.4,13.5,38.76,0,0,,0,0,21.2,7.5,89,1015.3,0,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T12:00:00,30.5,29.5,12.7,33.61,0,0,,0,0,22.7,7.2,144,1015.1,0,20.2,,,,,Clear,clear-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T13:00:00,32.2,31,12.3,29.57,0,0,,0,0,23.8,8.2,339,1015.1,0,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T14:00:00,33.7,31.9,9.6,22.94,0,0,,0,0,23.8,9.3,307,1014.5,20.1,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T15:00:00,34.5,32.8,10.2,22.75,0,0,,0,0,20.2,8,318,1014.1,0,20.2,,,,,Clear,clear-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T16:00:00,35,33.4,10.9,23.24,0,0,,0,0,19.4,9.7,322,1013.5,22.1,15.6,,,,,Partially cloudy,partly-cloudy-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T17:00:00,35.1,33.5,10.8,22.97,0,0,,0,0,18.7,9,319,1013.2,4.7,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T18:00:00,35.1,33.5,10.6,22.55,0,0,,0,0,18.4,6.6,300,1012.8,10.8,20.2,,,,,Clear,clear-day,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T19:00:00,34.3,32.8,11.2,24.56,0,0,,0,0,16.6,7.6,316,1013,4.7,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
karaisen,2024-08-23T20:00:00,30.9,29.9,12.6,32.73,0,0,,0,0,10.8,2.9,323,1013.1,10.3,15.6,,,,,Clear,clear-day,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999"
