datetime,kwh,kwhDelta,timeDelta,name,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,kwhEstimate,kwhIdeal
2024-07-31T21:00:00.0,4785.72,0.0,20400000 milliseconds,karaisen,26.0,26.0,10.2,36.91,0.0,0,,0,0,5.0,2.4,29.0,1013.0,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T02:40:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.766666666666666,17.766666666666666,10.799999999999999,63.85333333333333,0.0,0,,0,0,7.800000000000001,5.0,34.0,1014.0666666666667,0.0,19.066666666666666,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T02:45:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.674999999999997,17.674999999999997,10.774999999999999,64.11749999999999,0.0,0,,0,0,7.65,4.825,29.75,1014.075,0.0,19.5,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T02:50:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.583333333333332,17.583333333333332,10.749999999999998,64.38166666666666,0.0,0,,0,0,7.5,4.65,25.5,1014.0833333333334,0.0,19.933333333333334,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T02:55:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.491666666666667,17.491666666666667,10.724999999999998,64.64583333333333,0.0,0,,0,0,7.35,4.475,21.25,1014.0916666666667,0.0,20.366666666666667,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:00:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.4,17.4,10.7,64.91,0.0,0,,0,0,7.2,4.3,17.0,1014.1,0.0,20.8,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:05:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.349999999999998,17.349999999999998,10.741666666666665,65.3025,0.0,0,,0,0,7.291666666666667,4.441666666666666,24.166666666666664,1014.0833333333334,0.0,20.366666666666667,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:10:00.0,4785.72,0.0,300000 milliseconds,karaisen,17.299999999999997,17.299999999999997,10.783333333333331,65.695,0.0,0,,0,0,7.383333333333334,4.583333333333333,31.333333333333332,1014.0666666666667,0.0,19.933333333333334,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:15:00.0,4785.72,0.009999999999308784,300000 milliseconds,karaisen,17.249999999999996,17.249999999999996,10.824999999999998,66.08749999999999,0.0,0,,0,0,7.4750000000000005,4.725,38.5,1014.0500000000001,0.0,19.5,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:20:00.0,4785.73,0.020000000000436557,300000 milliseconds,karaisen,17.199999999999996,17.199999999999996,10.866666666666664,66.47999999999999,0.0,0,,0,0,7.566666666666667,4.866666666666666,45.666666666666664,1014.0333333333334,0.0,19.066666666666666,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:25:00.0,4785.75,0.020000000000436557,300000 milliseconds,karaisen,17.149999999999995,17.149999999999995,10.908333333333331,66.87249999999999,0.0,0,,0,0,7.658333333333334,5.008333333333333,52.83333333333333,1014.0166666666668,0.0,18.633333333333333,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:30:00.0,4785.77,0.02999999999974534,300000 milliseconds,karaisen,17.099999999999994,17.099999999999994,10.949999999999998,67.26499999999999,0.0,0,,0,0,7.750000000000001,5.1499999999999995,59.99999999999999,1014.0000000000001,0.0,18.2,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:35:00.0,4785.8,0.03999999999996362,300000 milliseconds,karaisen,17.049999999999997,17.049999999999997,10.991666666666664,67.65749999999998,0.0,0,,0,0,7.841666666666668,5.291666666666666,67.16666666666666,1013.9833333333335,0.0,17.766666666666666,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:40:00.0,4785.84,0.0500000000001819,300000 milliseconds,karaisen,16.999999999999996,16.999999999999996,11.033333333333331,68.04999999999998,0.0,0,,0,0,7.9333333333333345,5.433333333333333,74.33333333333333,1013.9666666666668,0.0,17.333333333333332,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:45:00.0,4785.89,0.049999999999272404,300000 milliseconds,karaisen,16.949999999999996,16.949999999999996,11.075,68.4425,0.0,0,,0,0,8.025,5.574999999999999,81.5,1013.95,0.0,16.9,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:50:00.0,4785.94,0.0500000000001819,300000 milliseconds,karaisen,16.9,16.9,11.116666666666665,68.835,0.0,0,,0,0,8.116666666666667,5.716666666666666,88.66666666666667,1013.9333333333334,0.0,16.466666666666665,,,,,Clear,clear-night,"15490099999,15489099999,15525099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T03:55:00.0,4785.99,0.07000000000061846,300000 milliseconds,karaisen,16.85,16.85,11.158333333333331,69.22749999999999,0.0,0,,0,0,8.208333333333334,5.8583333333333325,95.83333333333334,1013.9166666666667,0.0,16.03333333333333,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T04:00:00.0,4786.06,0.06999999999970896,300000 milliseconds,karaisen,16.8,16.8,11.2,69.62,0.0,0,,0,0,8.3,6.0,103.0,1013.9,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.0,0.0
2024-08-01T04:05:00.0,4786.13,0.07999999999992724,300000 milliseconds,karaisen,16.775000000000002,16.775000000000002,11.174999999999999,69.6275,0.0,0,,0,0,8.416666666666668,6.066666666666666,98.5,1013.8916666666667,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.01233958357469609,0.01298903534178536
2024-08-01T04:10:00.0,4786.21,0.07999999999992724,300000 milliseconds,karaisen,16.750000000000004,16.750000000000004,11.149999999999999,69.63499999999999,0.0,0,,0,0,8.533333333333335,6.133333333333333,94.0,1013.8833333333333,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.0317981991855002,0.033471788616316
2024-08-01T04:15:00.0,4786.29,0.09000000000014552,300000 milliseconds,karaisen,16.725,16.725,11.124999999999998,69.64249999999998,0.0,0,,0,0,8.650000000000002,6.199999999999999,89.5,1013.875,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.053930371117467166,0.05676881170259702
2024-08-01T04:20:00.0,4786.38,0.0999999999994543,300000 milliseconds,karaisen,16.700000000000003,16.700000000000003,11.099999999999998,69.64999999999999,0.0,0,,0,0,8.76666666666667,6.266666666666666,85.0,1013.8666666666667,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.07845262119966963,0.08258170652596804
2024-08-01T04:25:00.0,4786.48,0.11000000000058208,300000 milliseconds,karaisen,16.675000000000004,16.675000000000004,11.074999999999998,69.6575,0.0,0,,0,0,8.883333333333336,6.333333333333332,80.5,1013.8583333333333,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.10511268212603278,0.11064492855371873
2024-08-01T04:30:00.0,4786.59,0.13000000000010914,300000 milliseconds,karaisen,16.650000000000002,16.650000000000002,11.049999999999997,69.66499999999999,0.0,0,,0,0,9.000000000000002,6.399999999999999,76.0,1013.85,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.13368617283120912,0.14072228719074645
2024-08-01T04:35:00.0,4786.72,0.17000000000007276,300000 milliseconds,karaisen,16.625,16.625,11.024999999999999,69.67249999999999,0.0,0,,0,0,9.116666666666667,6.466666666666665,71.5,1013.8416666666667,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.16397313035708297,0.17260329511271894
2024-08-01T04:40:00.0,4786.89,0.17999999999938154,300000 milliseconds,karaisen,16.6,16.6,10.999999999999998,69.67999999999999,0.0,0,,0,0,9.233333333333334,6.533333333333332,67.0,1013.8333333333334,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.19579471299071818,0.20609969788496652
2024-08-01T04:45:00.0,4787.07,0.21000000000003638,300000 milliseconds,karaisen,16.575000000000003,16.575000000000003,10.974999999999998,69.6875,0.0,0,,0,0,9.350000000000001,6.6,62.5,1013.825,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.22902772586561077,0.2410818167006429
2024-08-01T04:50:00.0,4787.28,0.24000000000069122,300000 milliseconds,karaisen,16.55,16.55,10.95,69.695,0.0,0,,0,0,9.466666666666667,6.666666666666666,58.0,1013.8166666666667,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.26344945902824113,0.2773152200297275
2024-08-01T04:55:00.0,4787.52,0.26999999999952706,300000 milliseconds,karaisen,16.525,16.525,10.925,69.70249999999999,0.0,0,,0,0,9.583333333333332,6.7333333333333325,53.5,1013.8083333333334,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.2989680607501525,0.3147032218422658
2024-08-01T05:00:00.0,4787.79,0.3100000000004002,300000 milliseconds,karaisen,16.5,16.5,10.9,69.71,0.0,0,,0,0,9.7,6.8,49.0,1013.8,0.0,15.6,,,,,Clear,clear-night,"15490099999,15525399999,15489099999,15491099999,LBGO,15498099999",0.3354636822130505,0.35311966548742163
